model_reaction_id,reaction_name,model_equation,negative_sample_role,reason,gpr,orfs,enzyme_ec_numbers
r_3158,"PI 4-P phosphatase (1-18:0, 2-18:1), cytoplasm",s_0803 + s_3582 --> 2 s_0794 + s_1322 + s_3557,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3159,"PI 4-P phosphatase (1-18:1, 2-18:1), cytoplasm",s_0803 + s_3583 --> 2 s_0794 + s_1322 + s_3559,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3160,"PI 4-P phosphatase (1-16:0, 2-16:1), ER membrane",s_2808 + s_3584 --> 2 s_2783 + s_2966 + s_3118,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3161,"PI 4-P phosphatase (1-16:1, 2-16:1), ER membrane",s_2808 + s_3585 --> 2 s_2783 + s_2966 + s_3119,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3162,"PI 4-P phosphatase (1-18:0, 2-16:1), ER membrane",s_2808 + s_3586 --> 2 s_2783 + s_2966 + s_3120,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3163,"PI 4-P phosphatase (1-18:1, 2-16:1), ER membrane",s_2808 + s_3587 --> 2 s_2783 + s_2966 + s_3121,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3164,"PI 4-P phosphatase (1-16:0, 2-18:1), ER membrane",s_2808 + s_3588 --> 2 s_2783 + s_2966 + s_3122,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3165,"PI 4-P phosphatase (1-16:1, 2-18:1), ER membrane",s_2808 + s_3589 --> 2 s_2783 + s_2966 + s_3123,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3166,"PI 4-P phosphatase (1-18:0, 2-18:1), ER membrane",s_2808 + s_3590 --> 2 s_2783 + s_2966 + s_3124,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3167,"PI 4-P phosphatase (1-18:1, 2-18:1), ER membrane",s_2808 + s_3591 --> 2 s_2783 + s_2966 + s_3125,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3168,"PI 4-P phosphatase (1-16:0, 2-16:1), Golgi membrane",s_2994 + s_3361 --> s_2995 + 2 s_3146 + s_3358,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3169,"PI 4-P phosphatase (1-16:1, 2-16:1), Golgi membrane",s_2994 + s_3363 --> s_2995 + 2 s_3146 + s_3362,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3170,"PI 4-P phosphatase (1-18:0, 2-16:1), Golgi membrane",s_2994 + s_3365 --> s_2995 + 2 s_3146 + s_3364,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3171,"PI 4-P phosphatase (1-18:1, 2-16:1), Golgi membrane",s_2994 + s_3367 --> s_2995 + 2 s_3146 + s_3366,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3172,"PI 4-P phosphatase (1-16:0, 2-18:1), Golgi membrane",s_2994 + s_3369 --> s_2995 + 2 s_3146 + s_3368,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3173,"PI 4-P phosphatase (1-16:1, 2-18:1), Golgi membrane",s_2994 + s_3371 --> s_2995 + 2 s_3146 + s_3370,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3174,"PI 4-P phosphatase (1-18:0, 2-18:1), Golgi membrane",s_2994 + s_3373 --> s_2995 + 2 s_3146 + s_3372,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3175,"PI 4-P phosphatase (1-18:1, 2-18:1), Golgi membrane",s_2994 + s_3375 --> s_2995 + 2 s_3146 + s_3374,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3176,"PI 3,5-P2 phosphatase (1-16:0, 2-16:1), cell envelope",s_3449 + s_3592 --> 2 s_0793 + s_3535 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3177,"PI 3,5-P2 phosphatase (1-16:1, 2-16:1), cell envelope",s_3449 + s_3593 --> 2 s_0793 + s_3536 + s_3537,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3178,"PI 3,5-P2 phosphatase (1-18:0, 2-16:1), cell envelope",s_3449 + s_3594 --> 2 s_0793 + s_3536 + s_3538,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3179,"PI 3,5-P2 phosphatase (1-18:1, 2-16:1), cell envelope",s_3449 + s_3595 --> 2 s_0793 + s_3536 + s_3539,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3180,"PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope",s_3449 + s_3596 --> 2 s_0793 + s_3536 + s_3540,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3181,"PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope",s_3449 + s_3597 --> 2 s_0793 + s_3536 + s_3541,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3182,"PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope",s_3449 + s_3598 --> 2 s_0793 + s_3536 + s_3542,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3183,"PI 3,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope",s_3449 + s_3599 --> 2 s_0793 + s_3536 + s_3543,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3184,"PI 3,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm",s_0803 + s_3600 --> 2 s_0794 + s_1322 + s_3544,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3185,"PI 3,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm",s_0803 + s_3601 --> 2 s_0794 + s_1322 + s_3546,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3186,"PI 3,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm",s_0803 + s_3602 --> 2 s_0794 + s_1322 + s_3548,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3187,"PI 3,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm",s_0803 + s_3603 --> 2 s_0794 + s_1322 + s_3550,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3188,"PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm",s_0803 + s_3604 --> 2 s_0794 + s_1322 + s_3552,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3189,"PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm",s_0803 + s_3605 --> 2 s_0794 + s_1322 + s_3554,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3190,"PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm",s_0803 + s_3606 --> 2 s_0794 + s_1322 + s_3556,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3191,"PI 3,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm",s_0803 + s_3607 --> 2 s_0794 + s_1322 + s_3558,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3192,"PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cell envelope",s_3408 + s_3449 --> 2 s_0793 + s_3325 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3193,"PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cell envelope",s_3409 + s_3449 --> 2 s_0793 + s_3327 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3194,"PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cell envelope",s_3410 + s_3449 --> 2 s_0793 + s_3329 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3195,"PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cell envelope",s_3411 + s_3449 --> 2 s_0793 + s_3331 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3196,"PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope",s_3412 + s_3449 --> 2 s_0793 + s_3333 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3197,"PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope",s_3413 + s_3449 --> 2 s_0793 + s_3335 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3198,"PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope",s_3414 + s_3449 --> 2 s_0793 + s_3337 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3199,"PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope",s_3415 + s_3449 --> 2 s_0793 + s_3339 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3200,"PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm",s_0803 + s_3496 --> 2 s_0794 + s_1322 + s_3576,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3201,"PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm",s_0803 + s_3499 --> 2 s_0794 + s_1322 + s_3577,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3202,"PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm",s_0803 + s_3501 --> 2 s_0794 + s_1322 + s_3578,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3203,"PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm",s_0803 + s_3503 --> 2 s_0794 + s_1322 + s_3579,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3204,"PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm",s_0803 + s_3505 --> 2 s_0794 + s_1322 + s_3580,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3205,"PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm",s_0803 + s_3507 --> 2 s_0794 + s_1322 + s_3581,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3206,"PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm",s_0803 + s_3509 --> 2 s_0794 + s_1322 + s_3582,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3207,"PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm",s_0803 + s_3511 --> 2 s_0794 + s_1322 + s_3583,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL002C or YNL106C or YOR109W,YIL002C|YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3208,"PI 4,5-P2 phosphatase (1-16:0, 2-16:1), ER membrane",s_2808 + s_3608 --> 2 s_2783 + s_2966 + s_3584,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL065C,YOL065C,3.1.3.36
r_3209,"PI 4,5-P2 phosphatase (1-16:1, 2-16:1), ER membrane",s_2808 + s_3609 --> 2 s_2783 + s_2966 + s_3585,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL065C,YOL065C,3.1.3.36
r_3210,"PI 4,5-P2 phosphatase (1-18:0, 2-16:1), ER membrane",s_2808 + s_3610 --> 2 s_2783 + s_2966 + s_3586,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL065C,YOL065C,3.1.3.36
r_3211,"PI 4,5-P2 phosphatase (1-18:1, 2-16:1), ER membrane",s_2808 + s_3611 --> 2 s_2783 + s_2966 + s_3587,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL065C,YOL065C,3.1.3.36
r_3212,"PI 4,5-P2 phosphatase (1-16:0, 2-18:1), ER membrane",s_2808 + s_3612 --> 2 s_2783 + s_2966 + s_3588,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL065C,YOL065C,3.1.3.36
r_3213,"PI 4,5-P2 phosphatase (1-16:1, 2-18:1), ER membrane",s_2808 + s_3613 --> 2 s_2783 + s_2966 + s_3589,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL065C,YOL065C,3.1.3.36
r_3214,"PI 4,5-P2 phosphatase (1-18:0, 2-18:1), ER membrane",s_2808 + s_3614 --> 2 s_2783 + s_2966 + s_3590,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL065C,YOL065C,3.1.3.36
r_3215,"PI 4,5-P2 phosphatase (1-18:1, 2-18:1), ER membrane",s_2808 + s_3615 --> 2 s_2783 + s_2966 + s_3591,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL065C,YOL065C,3.1.3.36
r_3216,"PI 3,5-P2 phosphatase (1-16:0, 2-16:1), vacuolar membrane",s_2976 + s_3416 --> s_2977 + 2 s_3164 + s_3392,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W|YFR021W|YLR386W|YNL054W|YNL325C,2.7.1.150|3.1.3.-
r_3217,"PI 3,5-P2 phosphatase (1-16:1, 2-16:1), vacuolar membrane",s_2976 + s_3417 --> s_2977 + 2 s_3164 + s_3393,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W|YFR021W|YLR386W|YNL054W|YNL325C,2.7.1.150|3.1.3.-
r_3218,"PI 3,5-P2 phosphatase (1-18:0, 2-16:1), vacuolar membrane",s_2976 + s_3418 --> s_2977 + 2 s_3164 + s_3394,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W|YFR021W|YLR386W|YNL054W|YNL325C,2.7.1.150|3.1.3.-
r_3219,"PI 3,5-P2 phosphatase (1-18:1, 2-16:1), vacuolar membrane",s_2976 + s_3419 --> s_2977 + 2 s_3164 + s_3395,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W|YFR021W|YLR386W|YNL054W|YNL325C,2.7.1.150|3.1.3.-
r_3220,"PI 3,5-P2 phosphatase (1-16:0, 2-18:1), vacuolar membrane",s_2976 + s_3420 --> s_2977 + 2 s_3164 + s_3396,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W|YFR021W|YLR386W|YNL054W|YNL325C,2.7.1.150|3.1.3.-
r_3221,"PI 3,5-P2 phosphatase (1-16:1, 2-18:1), vacuolar membrane",s_2976 + s_3421 --> s_2977 + 2 s_3164 + s_3397,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W|YFR021W|YLR386W|YNL054W|YNL325C,2.7.1.150|3.1.3.-
r_3222,"PI 3,5-P2 phosphatase (1-18:0, 2-18:1), vacuolar membrane",s_2976 + s_3422 --> s_2977 + 2 s_3164 + s_3398,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W|YFR021W|YLR386W|YNL054W|YNL325C,2.7.1.150|3.1.3.-
r_3223,"PI 3,5-P2 phosphatase (1-18:1, 2-18:1), vacuolar membrane",s_2976 + s_3423 --> s_2977 + 2 s_3164 + s_3399,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,YFR019W|YFR021W|YLR386W|YNL054W|YNL325C,2.7.1.150|3.1.3.-
r_3224,"DGPP phosphatase (1-16:0, 2-16:1), vacuolar membrane",s_2976 + s_3616 --> s_2975 + s_2977 + 2 s_3164,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR284C,YDR284C,3.1.3.106|3.1.3.4|3.6.1.75
